frame_id,seq_id,class_id,description
SEQ_0504_frame_00425,504,1,Normal digestive equilibrium observed. Gas coverage at 0.7% with moderate intensity reflects a balanced 50:50 forage-concentrate diet.
SEQ_0504_frame_01715,504,1,The cow displays stable metabolic behaviour with 2 gas region(s) and a dispersion of 36.9.
SEQ_0500_frame_01003,500,1,"Balanced homeostatic condition confirmed: the thermal signature shows moderate emission centered at (195, 155)."
SEQ_0500_frame_00099,500,1,The subject's metabolic rate is within normal parameters. Gas area of 7.1% and moderate emission intensity indicate dietary balance.
SEQ_0504_frame_01810,504,1,Steady-state digestive processing observed. 2 emission zone(s) present with mean intensity of 111.
SEQ_0500_frame_00596,500,1,The animal maintains thermal equilibrium with consistent gas output at 21.8% coverage and 52.5 dispersion.
SEQ_0500_frame_00648,500,1,Balanced dietary intake reflected in moderate gas emission: 6.1% spatial coverage with moderate thermal intensity.
SEQ_0500_frame_00532,500,1,"Homeostatic regulation observed. The gas plume at (230, 159) indicates normal rumen function under balanced feeding."
SEQ_0504_frame_01614,504,1,The bovine exhibits a stable metabolic profile. Gas dispersion of 28.5 and 4.8% coverage are consistent with control diet.
SEQ_0501_frame_00269,501,1,Normal rumination behaviour detected with 1 gas cluster(s) at moderate intensity level.
SEQ_0500_frame_00180,500,1,"The thermal emission pattern indicates balanced digestive activity with gas centered at (232, 179)."
SEQ_0504_frame_00790,504,1,"Moderate methane output observed, consistent with a balanced forage-concentrate ratio. Coverage: 0.8%, intensity: moderate."
SEQ_0504_frame_01488,504,1,The subject shows typical homeostatic gas emission with 3.6% coverage and 1 distinct region(s).
SEQ_0501_frame_00841,501,1,Balanced metabolic state: thermal gas signature at moderate intensity with spatial dispersion of 34.6.
SEQ_0501_frame_00972,501,1,The cow's digestive output is stable. Gas emission area of 8.8% and mean intensity 105 reflect dietary equilibrium.
SEQ_0499_frame_00109,499,1,Normal behavioural state observed with moderate gas dispersion (44.9) and 15.1% thermal field coverage.
SEQ_0503_frame_02410,503,1,The thermal profile indicates standard metabolic function under balanced dietary conditions with 1 emission zone(s).
SEQ_0503_frame_02176,503,1,"Controlled gas emission at (106, 75) with 9.0% coverage suggests balanced rumen activity."
SEQ_0500_frame_01213,500,1,Homeostatic digestive behaviour: the thermal signature shows moderate gas intensity with peak value of 176.
SEQ_0501_frame_00124,501,1,The bovine subject maintains a balanced homeostatic state with moderate gas emission covering 6.0% of the thermal field.
SEQ_0504_frame_00012,504,1,Normal digestive equilibrium observed. Gas coverage at 3.6% with moderate intensity reflects a balanced 50:50 forage-concentrate diet.
SEQ_0503_frame_00042,503,1,The cow displays stable metabolic behaviour with 1 gas region(s) and a dispersion of 27.9.
SEQ_0501_frame_00921,501,1,"Balanced homeostatic condition confirmed: the thermal signature shows moderate emission centered at (147, 185)."
SEQ_0499_frame_00682,499,1,The subject's metabolic rate is within normal parameters. Gas area of 6.6% and moderate emission intensity indicate dietary balance.
SEQ_0499_frame_00514,499,1,Steady-state digestive processing observed. 1 emission zone(s) present with mean intensity of 107.
SEQ_0504_frame_02093,504,1,The animal maintains thermal equilibrium with consistent gas output at 7.7% coverage and 28.2 dispersion.
SEQ_0501_frame_02009,501,1,Balanced dietary intake reflected in moderate gas emission: 4.2% spatial coverage with moderate thermal intensity.
SEQ_0503_frame_01130,503,1,"Homeostatic regulation observed. The gas plume at (112, 106) indicates normal rumen function under balanced feeding."
SEQ_0501_frame_01512,501,1,The bovine exhibits a stable metabolic profile. Gas dispersion of 22.8 and 3.7% coverage are consistent with control diet.
SEQ_0504_frame_02384,504,1,Normal rumination behaviour detected with 1 gas cluster(s) at moderate intensity level.
SEQ_0504_frame_01747,504,1,"The thermal emission pattern indicates balanced digestive activity with gas centered at (187, 127)."
SEQ_0504_frame_02243,504,1,"Moderate methane output observed, consistent with a balanced forage-concentrate ratio. Coverage: 3.9%, intensity: moderate."
SEQ_0500_frame_01049,500,1,The subject shows typical homeostatic gas emission with 7.4% coverage and 1 distinct region(s).
SEQ_0504_frame_01724,504,1,Balanced metabolic state: thermal gas signature at moderate intensity with spatial dispersion of 21.4.
SEQ_0501_frame_00547,501,1,The cow's digestive output is stable. Gas emission area of 12.1% and mean intensity 110 reflect dietary equilibrium.
SEQ_0500_frame_00939,500,1,Normal behavioural state observed with moderate gas dispersion (28.3) and 7.0% thermal field coverage.
SEQ_0500_frame_00349,500,1,The thermal profile indicates standard metabolic function under balanced dietary conditions with 1 emission zone(s).
SEQ_0503_frame_00972,503,1,"Controlled gas emission at (150, 138) with 9.6% coverage suggests balanced rumen activity."
SEQ_0499_frame_00511,499,1,Homeostatic digestive behaviour: the thermal signature shows moderate gas intensity with peak value of 213.
SEQ_0503_frame_01281,503,1,The bovine subject maintains a balanced homeostatic state with moderate gas emission covering 9.0% of the thermal field.
SEQ_0504_frame_01560,504,1,Normal digestive equilibrium observed. Gas coverage at 1.1% with moderate intensity reflects a balanced 50:50 forage-concentrate diet.
SEQ_0500_frame_01111,500,1,The cow displays stable metabolic behaviour with 1 gas region(s) and a dispersion of 6.2.
SEQ_0500_frame_00753,500,1,"Balanced homeostatic condition confirmed: the thermal signature shows moderate emission centered at (181, 156)."
SEQ_0500_frame_00490,500,1,The subject's metabolic rate is within normal parameters. Gas area of 13.2% and moderate emission intensity indicate dietary balance.
SEQ_0502_frame_00055,502,1,Steady-state digestive processing observed. 1 emission zone(s) present with mean intensity of 132.
SEQ_0500_frame_01088,500,1,The animal maintains thermal equilibrium with consistent gas output at 3.3% coverage and 34.6 dispersion.
SEQ_0503_frame_01361,503,1,Balanced dietary intake reflected in moderate gas emission: 3.9% spatial coverage with moderate thermal intensity.
SEQ_0503_frame_01216,503,1,"Homeostatic regulation observed. The gas plume at (178, 130) indicates normal rumen function under balanced feeding."
SEQ_0501_frame_01363,501,1,The bovine exhibits a stable metabolic profile. Gas dispersion of 30.2 and 6.3% coverage are consistent with control diet.
SEQ_0499_frame_00150,499,1,Normal rumination behaviour detected with 1 gas cluster(s) at moderate intensity level.
SEQ_0504_frame_00503,504,1,"The thermal emission pattern indicates balanced digestive activity with gas centered at (176, 105)."
SEQ_0501_frame_00063,501,1,"Moderate methane output observed, consistent with a balanced forage-concentrate ratio. Coverage: 14.5%, intensity: moderate."
SEQ_0501_frame_00340,501,1,The subject shows typical homeostatic gas emission with 5.8% coverage and 1 distinct region(s).
SEQ_0503_frame_01952,503,1,Balanced metabolic state: thermal gas signature at moderate intensity with spatial dispersion of 37.6.
SEQ_0499_frame_00874,499,1,The cow's digestive output is stable. Gas emission area of 8.2% and mean intensity 111 reflect dietary equilibrium.
SEQ_0503_frame_01803,503,1,Normal behavioural state observed with moderate gas dispersion (27.1) and 6.3% thermal field coverage.
SEQ_0500_frame_00331,500,1,The thermal profile indicates standard metabolic function under balanced dietary conditions with 1 emission zone(s).
SEQ_0501_frame_02158,501,1,"Controlled gas emission at (176, 188) with 7.9% coverage suggests balanced rumen activity."
SEQ_0499_frame_00621,499,1,Homeostatic digestive behaviour: the thermal signature shows moderate gas intensity with peak value of 208.
SEQ_0499_frame_00817,499,1,The bovine subject maintains a balanced homeostatic state with moderate gas emission covering 1.6% of the thermal field.
SEQ_0499_frame_00515,499,1,Normal digestive equilibrium observed. Gas coverage at 6.8% with moderate intensity reflects a balanced 50:50 forage-concentrate diet.
SEQ_0503_frame_00250,503,1,The cow displays stable metabolic behaviour with 1 gas region(s) and a dispersion of 21.9.
SEQ_0500_frame_00513,500,1,"Balanced homeostatic condition confirmed: the thermal signature shows moderate emission centered at (226, 165)."
SEQ_0503_frame_01466,503,1,The subject's metabolic rate is within normal parameters. Gas area of 1.7% and low emission intensity indicate dietary balance.
SEQ_0504_frame_01970,504,1,Steady-state digestive processing observed. 1 emission zone(s) present with mean intensity of 108.
SEQ_0504_frame_01399,504,1,The animal maintains thermal equilibrium with consistent gas output at 2.7% coverage and 36.4 dispersion.
SEQ_0503_frame_01909,503,1,Balanced dietary intake reflected in moderate gas emission: 9.0% spatial coverage with moderate thermal intensity.
SEQ_0499_frame_00014,499,1,"Homeostatic regulation observed. The gas plume at (182, 179) indicates normal rumen function under balanced feeding."
SEQ_0499_frame_00068,499,1,The bovine exhibits a stable metabolic profile. Gas dispersion of 27.9 and 4.9% coverage are consistent with control diet.
SEQ_0504_frame_02057,504,1,Normal rumination behaviour detected with 1 gas cluster(s) at moderate intensity level.
SEQ_0504_frame_02100,504,1,"The thermal emission pattern indicates balanced digestive activity with gas centered at (183, 188)."
SEQ_0503_frame_01400,503,1,"Moderate methane output observed, consistent with a balanced forage-concentrate ratio. Coverage: 8.2%, intensity: moderate."
SEQ_0501_frame_00913,501,1,The subject shows typical homeostatic gas emission with 10.4% coverage and 1 distinct region(s).
SEQ_0501_frame_02660,501,1,Balanced metabolic state: thermal gas signature at moderate intensity with spatial dispersion of 20.3.
SEQ_0503_frame_02600,503,1,The cow's digestive output is stable. Gas emission area of 2.6% and mean intensity 112 reflect dietary equilibrium.
SEQ_0500_frame_01059,500,1,Normal behavioural state observed with moderate gas dispersion (35.9) and 14.1% thermal field coverage.
SEQ_0503_frame_00656,503,1,The thermal profile indicates standard metabolic function under balanced dietary conditions with 1 emission zone(s).
SEQ_0500_frame_00219,500,1,"Controlled gas emission at (170, 141) with 0.9% coverage suggests balanced rumen activity."
SEQ_0499_frame_01030,499,1,Homeostatic digestive behaviour: the thermal signature shows moderate gas intensity with peak value of 147.
SEQ_0499_frame_00955,499,1,The bovine subject maintains a balanced homeostatic state with moderate gas emission covering 13.2% of the thermal field.
SEQ_0499_frame_00473,499,1,Normal digestive equilibrium observed. Gas coverage at 3.1% with moderate intensity reflects a balanced 50:50 forage-concentrate diet.
SEQ_0501_frame_00185,501,1,The cow displays stable metabolic behaviour with 2 gas region(s) and a dispersion of 53.3.
SEQ_0500_frame_00848,500,1,"Balanced homeostatic condition confirmed: the thermal signature shows moderate emission centered at (147, 164)."
SEQ_0501_frame_01634,501,1,The subject's metabolic rate is within normal parameters. Gas area of 4.1% and moderate emission intensity indicate dietary balance.
SEQ_0503_frame_02592,503,1,Steady-state digestive processing observed. 1 emission zone(s) present with mean intensity of 116.
SEQ_0504_frame_01510,504,1,The animal maintains thermal equilibrium with consistent gas output at 1.1% coverage and 17.8 dispersion.
SEQ_0501_frame_00315,501,1,Balanced dietary intake reflected in moderate gas emission: 6.7% spatial coverage with moderate thermal intensity.
SEQ_0504_frame_02241,504,1,"Homeostatic regulation observed. The gas plume at (154, 204) indicates normal rumen function under balanced feeding."
SEQ_0500_frame_01058,500,1,The bovine exhibits a stable metabolic profile. Gas dispersion of 41.7 and 13.8% coverage are consistent with control diet.
SEQ_0501_frame_01642,501,1,Normal rumination behaviour detected with 1 gas cluster(s) at low intensity level.
SEQ_0501_frame_01865,501,1,"The thermal emission pattern indicates balanced digestive activity with gas centered at (134, 187)."
SEQ_0503_frame_02648,503,1,"Moderate methane output observed, consistent with a balanced forage-concentrate ratio. Coverage: 1.7%, intensity: moderate."
SEQ_0500_frame_00905,500,1,The subject shows typical homeostatic gas emission with 2.0% coverage and 1 distinct region(s).
SEQ_0499_frame_00586,499,1,Balanced metabolic state: thermal gas signature at moderate intensity with spatial dispersion of 50.3.
SEQ_0504_frame_00792,504,1,The cow's digestive output is stable. Gas emission area of 0.3% and mean intensity 101 reflect dietary equilibrium.
SEQ_0500_frame_00441,500,1,Normal behavioural state observed with moderate gas dispersion (54.5) and 10.8% thermal field coverage.
SEQ_0501_frame_01646,501,1,The thermal profile indicates standard metabolic function under balanced dietary conditions with 1 emission zone(s).
SEQ_0500_frame_00744,500,1,"Controlled gas emission at (166, 136) with 7.2% coverage suggests balanced rumen activity."
SEQ_0503_frame_00072,503,1,Homeostatic digestive behaviour: the thermal signature shows moderate gas intensity with peak value of 229.
SEQ_0501_frame_00084,501,1,The bovine subject maintains a balanced homeostatic state with moderate gas emission covering 6.4% of the thermal field.
SEQ_0504_frame_00011,504,1,Normal digestive equilibrium observed. Gas coverage at 1.5% with moderate intensity reflects a balanced 50:50 forage-concentrate diet.
SEQ_0501_frame_02020,501,1,The cow displays stable metabolic behaviour with 1 gas region(s) and a dispersion of 28.7.
SEQ_0503_frame_02281,503,1,"Balanced homeostatic condition confirmed: the thermal signature shows moderate emission centered at (158, 174)."
SEQ_0503_frame_02234,503,1,The subject's metabolic rate is within normal parameters. Gas area of 11.4% and moderate emission intensity indicate dietary balance.
SEQ_0504_frame_02285,504,1,Steady-state digestive processing observed. 1 emission zone(s) present with mean intensity of 107.
SEQ_0501_frame_00387,501,1,The animal maintains thermal equilibrium with consistent gas output at 5.6% coverage and 32.3 dispersion.
SEQ_0499_frame_00662,499,1,Balanced dietary intake reflected in moderate gas emission: 4.9% spatial coverage with moderate thermal intensity.
SEQ_0504_frame_02326,504,1,"Homeostatic regulation observed. The gas plume at (177, 193) indicates normal rumen function under balanced feeding."
SEQ_0502_frame_00038,502,1,The bovine exhibits a stable metabolic profile. Gas dispersion of 78.3 and 2.6% coverage are consistent with control diet.
SEQ_0503_frame_01578,503,1,Normal rumination behaviour detected with 1 gas cluster(s) at moderate intensity level.
SEQ_0503_frame_01699,503,1,"The thermal emission pattern indicates balanced digestive activity with gas centered at (139, 147)."
SEQ_0499_frame_00264,499,1,"Moderate methane output observed, consistent with a balanced forage-concentrate ratio. Coverage: 2.8%, intensity: moderate."
SEQ_0501_frame_01471,501,1,The subject shows typical homeostatic gas emission with 6.2% coverage and 1 distinct region(s).
SEQ_0501_frame_01293,501,1,Balanced metabolic state: thermal gas signature at moderate intensity with spatial dispersion of 35.6.
SEQ_0503_frame_00488,503,1,The cow's digestive output is stable. Gas emission area of 4.8% and mean intensity 113 reflect dietary equilibrium.
SEQ_0500_frame_00380,500,1,Normal behavioural state observed with moderate gas dispersion (30.8) and 1.8% thermal field coverage.
SEQ_0499_frame_00051,499,1,The thermal profile indicates standard metabolic function under balanced dietary conditions with 1 emission zone(s).
SEQ_0504_frame_00263,504,1,"Controlled gas emission at (189, 106) with 2.4% coverage suggests balanced rumen activity."
SEQ_0499_frame_00090,499,1,Homeostatic digestive behaviour: the thermal signature shows moderate gas intensity with peak value of 139.
SEQ_0500_frame_01230,500,1,The bovine subject maintains a balanced homeostatic state with moderate gas emission covering 3.6% of the thermal field.
SEQ_0500_frame_00565,500,1,Normal digestive equilibrium observed. Gas coverage at 12.8% with moderate intensity reflects a balanced 50:50 forage-concentrate diet.
SEQ_0503_frame_00043,503,1,The cow displays stable metabolic behaviour with 1 gas region(s) and a dispersion of 30.4.
SEQ_0504_frame_01990,504,1,"Balanced homeostatic condition confirmed: the thermal signature shows moderate emission centered at (188, 192)."
SEQ_0500_frame_01110,500,1,The subject's metabolic rate is within normal parameters. Gas area of 3.2% and low emission intensity indicate dietary balance.
SEQ_0500_frame_01040,500,1,Steady-state digestive processing observed. 1 emission zone(s) present with mean intensity of 107.
SEQ_0504_frame_00229,504,1,The animal maintains thermal equilibrium with consistent gas output at 11.5% coverage and 42.5 dispersion.
SEQ_0501_frame_02286,501,1,Balanced dietary intake reflected in moderate gas emission: 5.3% spatial coverage with moderate thermal intensity.
SEQ_0503_frame_00108,503,1,"Homeostatic regulation observed. The gas plume at (150, 134) indicates normal rumen function under balanced feeding."
SEQ_0501_frame_00012,501,1,The bovine exhibits a stable metabolic profile. Gas dispersion of 26.0 and 5.9% coverage are consistent with control diet.
SEQ_0499_frame_01014,499,1,Normal rumination behaviour detected with 1 gas cluster(s) at moderate intensity level.
SEQ_0503_frame_00766,503,1,"The thermal emission pattern indicates balanced digestive activity with gas centered at (182, 126)."
SEQ_0500_frame_00814,500,1,"Moderate methane output observed, consistent with a balanced forage-concentrate ratio. Coverage: 5.7%, intensity: moderate."
SEQ_0503_frame_00583,503,1,The subject shows typical homeostatic gas emission with 11.1% coverage and 1 distinct region(s).
SEQ_0501_frame_01767,501,1,Balanced metabolic state: thermal gas signature at moderate intensity with spatial dispersion of 32.4.
SEQ_0499_frame_00976,499,1,The cow's digestive output is stable. Gas emission area of 1.3% and mean intensity 110 reflect dietary equilibrium.
SEQ_0501_frame_00517,501,1,Normal behavioural state observed with moderate gas dispersion (43.8) and 23.0% thermal field coverage.
SEQ_0499_frame_00533,499,1,The thermal profile indicates standard metabolic function under balanced dietary conditions with 2 emission zone(s).
SEQ_0500_frame_00309,500,1,"Controlled gas emission at (149, 111) with 6.0% coverage suggests balanced rumen activity."
SEQ_0499_frame_00190,499,1,Homeostatic digestive behaviour: the thermal signature shows moderate gas intensity with peak value of 140.
SEQ_0503_frame_00499,503,1,The bovine subject maintains a balanced homeostatic state with moderate gas emission covering 1.0% of the thermal field.
SEQ_0501_frame_01688,501,1,Normal digestive equilibrium observed. Gas coverage at 4.8% with moderate intensity reflects a balanced 50:50 forage-concentrate diet.
SEQ_0504_frame_02137,504,1,The cow displays stable metabolic behaviour with 1 gas region(s) and a dispersion of 23.4.
SEQ_0500_frame_00027,500,1,"Balanced homeostatic condition confirmed: the thermal signature shows moderate emission centered at (215, 168)."
SEQ_0503_frame_00392,503,1,The subject's metabolic rate is within normal parameters. Gas area of 8.6% and moderate emission intensity indicate dietary balance.
SEQ_0499_frame_00282,499,1,Steady-state digestive processing observed. 1 emission zone(s) present with mean intensity of 115.
SEQ_0500_frame_01018,500,1,The animal maintains thermal equilibrium with consistent gas output at 1.8% coverage and 34.4 dispersion.
SEQ_0501_frame_02451,501,1,Balanced dietary intake reflected in moderate gas emission: 7.0% spatial coverage with moderate thermal intensity.
SEQ_0500_frame_00254,500,1,"Homeostatic regulation observed. The gas plume at (203, 158) indicates normal rumen function under balanced feeding."
SEQ_0500_frame_00793,500,1,The bovine exhibits a stable metabolic profile. Gas dispersion of 16.6 and 3.3% coverage are consistent with control diet.
SEQ_0501_frame_00045,501,1,Normal rumination behaviour detected with 1 gas cluster(s) at moderate intensity level.
SEQ_0499_frame_00343,499,1,"The thermal emission pattern indicates balanced digestive activity with gas centered at (145, 133)."
SEQ_0504_frame_00584,504,1,"Moderate methane output observed, consistent with a balanced forage-concentrate ratio. Coverage: 0.3%, intensity: moderate."
SEQ_0501_frame_01309,501,1,The subject shows typical homeostatic gas emission with 3.3% coverage and 1 distinct region(s).
SEQ_0499_frame_00453,499,1,Balanced metabolic state: thermal gas signature at moderate intensity with spatial dispersion of 36.0.
SEQ_0499_frame_00891,499,1,The cow's digestive output is stable. Gas emission area of 5.9% and mean intensity 112 reflect dietary equilibrium.
SEQ_0504_frame_01596,504,1,Normal behavioural state observed with moderate gas dispersion (27.3) and 6.0% thermal field coverage.
SEQ_0503_frame_00145,503,1,The thermal profile indicates standard metabolic function under balanced dietary conditions with 1 emission zone(s).
SEQ_0499_frame_00975,499,1,"Controlled gas emission at (206, 133) with 2.6% coverage suggests balanced rumen activity."
SEQ_0499_frame_00270,499,1,Homeostatic digestive behaviour: the thermal signature shows moderate gas intensity with peak value of 129.
SEQ_0499_frame_00825,499,1,The bovine subject maintains a balanced homeostatic state with moderate gas emission covering 9.0% of the thermal field.
SEQ_0503_frame_00377,503,1,Normal digestive equilibrium observed. Gas coverage at 5.9% with moderate intensity reflects a balanced 50:50 forage-concentrate diet.
SEQ_0499_frame_00713,499,1,The cow displays stable metabolic behaviour with 1 gas region(s) and a dispersion of 33.3.
SEQ_0501_frame_01527,501,1,"Balanced homeostatic condition confirmed: the thermal signature shows moderate emission centered at (171, 215)."
SEQ_0500_frame_00831,500,1,The subject's metabolic rate is within normal parameters. Gas area of 5.5% and low emission intensity indicate dietary balance.
SEQ_0500_frame_00531,500,1,Steady-state digestive processing observed. 1 emission zone(s) present with mean intensity of 107.
SEQ_0501_frame_00047,501,1,The animal maintains thermal equilibrium with consistent gas output at 20.5% coverage and 45.4 dispersion.
SEQ_0500_frame_00633,500,1,Balanced dietary intake reflected in moderate gas emission: 3.1% spatial coverage with moderate thermal intensity.
SEQ_0501_frame_00357,501,1,"Homeostatic regulation observed. The gas plume at (147, 181) indicates normal rumen function under balanced feeding."
SEQ_0501_frame_01400,501,1,The bovine exhibits a stable metabolic profile. Gas dispersion of 29.1 and 6.4% coverage are consistent with control diet.
SEQ_0503_frame_00761,503,1,Normal rumination behaviour detected with 1 gas cluster(s) at moderate intensity level.
SEQ_0500_frame_00382,500,1,"The thermal emission pattern indicates balanced digestive activity with gas centered at (154, 133)."
SEQ_0501_frame_01798,501,1,"Moderate methane output observed, consistent with a balanced forage-concentrate ratio. Coverage: 5.3%, intensity: moderate."
SEQ_0500_frame_00592,500,1,The subject shows typical homeostatic gas emission with 2.3% coverage and 1 distinct region(s).
SEQ_0501_frame_02038,501,1,Balanced metabolic state: thermal gas signature at moderate intensity with spatial dispersion of 27.2.
SEQ_0500_frame_00068,500,1,The cow's digestive output is stable. Gas emission area of 6.8% and mean intensity 107 reflect dietary equilibrium.
SEQ_0500_frame_00738,500,1,Normal behavioural state observed with moderate gas dispersion (37.3) and 10.8% thermal field coverage.
SEQ_0500_frame_01165,500,1,The thermal profile indicates standard metabolic function under balanced dietary conditions with 1 emission zone(s).
SEQ_0504_frame_01830,504,1,"Controlled gas emission at (237, 203) with 7.1% coverage suggests balanced rumen activity."
SEQ_0499_frame_00977,499,1,Homeostatic digestive behaviour: the thermal signature shows moderate gas intensity with peak value of 207.
SEQ_0499_frame_00498,499,1,The bovine subject maintains a balanced homeostatic state with moderate gas emission covering 10.0% of the thermal field.
SEQ_0499_frame_00054,499,1,Normal digestive equilibrium observed. Gas coverage at 5.7% with moderate intensity reflects a balanced 50:50 forage-concentrate diet.
SEQ_0504_frame_02136,504,1,The cow displays stable metabolic behaviour with 1 gas region(s) and a dispersion of 24.2.
SEQ_0500_frame_01132,500,1,"Balanced homeostatic condition confirmed: the thermal signature shows moderate emission centered at (235, 190)."
SEQ_0499_frame_00175,499,1,The subject's metabolic rate is within normal parameters. Gas area of 17.5% and moderate emission intensity indicate dietary balance.
SEQ_0500_frame_00181,500,1,Steady-state digestive processing observed. 1 emission zone(s) present with mean intensity of 106.
SEQ_0504_frame_01260,504,1,The animal maintains thermal equilibrium with consistent gas output at 1.0% coverage and 48.9 dispersion.
SEQ_0499_frame_00224,499,1,Balanced dietary intake reflected in moderate gas emission: 21.1% spatial coverage with moderate thermal intensity.
SEQ_0501_frame_01626,501,1,"Homeostatic regulation observed. The gas plume at (144, 184) indicates normal rumen function under balanced feeding."
SEQ_0500_frame_00076,500,1,The bovine exhibits a stable metabolic profile. Gas dispersion of 31.9 and 2.8% coverage are consistent with control diet.
SEQ_0500_frame_01232,500,1,Normal rumination behaviour detected with 1 gas cluster(s) at moderate intensity level.
SEQ_0500_frame_00649,500,1,"The thermal emission pattern indicates balanced digestive activity with gas centered at (172, 150)."
SEQ_0500_frame_01134,500,1,"Moderate methane output observed, consistent with a balanced forage-concentrate ratio. Coverage: 1.7%, intensity: low."
SEQ_0503_frame_00775,503,1,The subject shows typical homeostatic gas emission with 10.2% coverage and 1 distinct region(s).
SEQ_0501_frame_00250,501,1,Balanced metabolic state: thermal gas signature at moderate intensity with spatial dispersion of 33.9.
SEQ_0503_frame_00655,503,1,The cow's digestive output is stable. Gas emission area of 6.4% and mean intensity 119 reflect dietary equilibrium.
SEQ_0504_frame_02231,504,1,Normal behavioural state observed with moderate gas dispersion (19.9) and 4.4% thermal field coverage.
SEQ_0502_frame_00050,502,1,The thermal profile indicates standard metabolic function under balanced dietary conditions with 1 emission zone(s).
SEQ_0501_frame_00954,501,1,"Controlled gas emission at (140, 176) with 8.9% coverage suggests balanced rumen activity."
SEQ_0499_frame_00454,499,1,Homeostatic digestive behaviour: the thermal signature shows moderate gas intensity with peak value of 183.
SEQ_0504_frame_02378,504,1,The bovine subject maintains a balanced homeostatic state with moderate gas emission covering 7.3% of the thermal field.
SEQ_0503_frame_02584,503,1,Normal digestive equilibrium observed. Gas coverage at 2.7% with moderate intensity reflects a balanced 50:50 forage-concentrate diet.
SEQ_0503_frame_00921,503,1,The cow displays stable metabolic behaviour with 1 gas region(s) and a dispersion of 23.9.
SEQ_0499_frame_00179,499,1,"Balanced homeostatic condition confirmed: the thermal signature shows moderate emission centered at (197, 180)."
SEQ_0503_frame_00661,503,1,The subject's metabolic rate is within normal parameters. Gas area of 4.5% and moderate emission intensity indicate dietary balance.
SEQ_0499_frame_00641,499,1,Steady-state digestive processing observed. 2 emission zone(s) present with mean intensity of 105.
SEQ_0504_frame_01559,504,1,The animal maintains thermal equilibrium with consistent gas output at 4.3% coverage and 35.9 dispersion.
SEQ_0499_frame_00096,499,1,Balanced dietary intake reflected in moderate gas emission: 15.5% spatial coverage with moderate thermal intensity.
SEQ_0503_frame_02670,503,1,"Homeostatic regulation observed. The gas plume at (124, 108) indicates normal rumen function under balanced feeding."
SEQ_0501_frame_00027,501,1,The bovine exhibits a stable metabolic profile. Gas dispersion of 51.6 and 11.7% coverage are consistent with control diet.
SEQ_0499_frame_00624,499,1,Normal rumination behaviour detected with 1 gas cluster(s) at moderate intensity level.
SEQ_0499_frame_00894,499,1,"The thermal emission pattern indicates balanced digestive activity with gas centered at (182, 118)."
SEQ_0503_frame_01749,503,1,"Moderate methane output observed, consistent with a balanced forage-concentrate ratio. Coverage: 3.3%, intensity: moderate."
SEQ_0509_frame_01892,509,2,"The bovine subject shows reduced gas emission at 6.4% coverage, indicating digestive distress from low forage intake."
SEQ_0508_frame_00658,508,2,Low emission state detected. The thermal signature reveals moderate-intensity gas output with only 9.0% spatial coverage.
SEQ_0509_frame_00003,509,2,Digestive distress evident: diminished gas emission with 1 small region(s) and dispersion of 32.0.
SEQ_0509_frame_02206,509,2,"The cow exhibits suppressed metabolic activity. Gas emission centered at (153, 122) covers only 11.4% of the thermal field."
SEQ_0509_frame_00338,509,2,Low forage dietary stress reflected in reduced methane output: 15.7% coverage with moderate emission intensity.
SEQ_0506_frame_00012,506,2,The subject's thermal profile indicates compromised digestive function with diminished gas dispersion of 23.1.
SEQ_0505_frame_00235,505,2,Reduced eructation activity observed. 1 faint gas region(s) at moderate intensity suggest low forage availability.
SEQ_0508_frame_01867,508,2,Digestive distress state: the thermal emission is weak with mean intensity 108 and maximum 157.
SEQ_0506_frame_01424,506,2,The animal displays signs of dietary insufficiency. Gas coverage of 13.0% is significantly below normal levels.
SEQ_0507_frame_00954,507,2,"Low emission state confirmed: the gas plume at (179, 152) shows minimal thermal signature with 13.8% coverage."
SEQ_0507_frame_01145,507,2,The bovine's metabolic output is suppressed. Gas dispersion of 39.6 and 1 region(s) indicate low forage diet.
SEQ_0509_frame_00310,509,2,Compromised rumination observed. The thermal gas signature at moderate intensity reflects reduced digestive throughput.
SEQ_0507_frame_00102,507,2,"The cow shows diminished methane release with only 13.9% gas coverage, consistent with low forage feeding conditions."
SEQ_0507_frame_01308,507,2,"Low metabolic activity detected: gas emission parameters (6.8% area, 40.0 dispersion) suggest dietary distress."
SEQ_0508_frame_01840,508,2,"The thermal profile reveals suppressed gas output at (134, 131) with 1 barely visible emission zone(s)."
SEQ_0507_frame_00980,507,2,Digestive function appears compromised. Gas coverage at 9.8% with moderate intensity indicates forage deficiency.
SEQ_0506_frame_01109,506,2,Reduced behavioural activity: the thermal emission covers only 10.3% of the field with peak intensity 228.
SEQ_0508_frame_00445,508,2,Low forage intake evident from the minimal gas emission pattern: 1 region(s) at moderate thermal intensity.
SEQ_0508_frame_00305,508,2,The subject's gas emission is notably reduced. Spatial coverage of 6.0% and dispersion 25.6 indicate dietary stress.
SEQ_0506_frame_00433,506,2,Thermal behavioural analysis indicates low emission state with 9.4% coverage and mean intensity of 124.
SEQ_0506_frame_01121,506,2,"The bovine subject shows reduced gas emission at 1.1% coverage, indicating digestive distress from low forage intake."
SEQ_0508_frame_00402,508,2,Low emission state detected. The thermal signature reveals moderate-intensity gas output with only 5.8% spatial coverage.
